Company_Code,Networth Next Year,Capital Employed,Net Working Capital ,Current Assets ,Total Sales,Retained Earnings,PBDT,PBIT,PBT,PBT_as_%_of_total_income,PAT,CP,Book Value (Adj.) (Unit Curr),EPS (Annualised) (Adjusted) (Unit Curr),APATM (%)[Latest],Creditors Velocity (Days),Total Liabilities,Total Equity,Market Value of Equity,total assets,Cost of Production,Current Ratio,Gross Block 
37791,127.97,295.51,172.4,316.29,1034.06,22.23,54.98,55.55,30.41,1.36797121,24.64,49.21,17.93,3.63,1.64,3,154.9,6.18,0,161.08,946.59,1.29,124.75
18203,128.37,306.91,177.27,267.83,1.16,1.17,-24.16,-14.23,-27.69,-23.66666667,-27.31,-23.78,74.75,0,-4693.33,2429,134.42,20.12,28.15,154.54,7.99,1.06,66.47
34404,128.46,390.8,83.78,228.53,475.78,6.69,45.24,56.64,25.49,3.810164425,10.92,30.67,53.06,6.03,9.07,75,272.91,16.8,0,289.71,402.77,0.92,412.54
1877,128.88,166.28,118.93,160.92,154.11,4.76,6.63,7.45,0.02,0.004201681,-0.59,6.02,24.68,0,0.23,58,34.45,10.53,15.85,44.98,129.13,2.03,115
28243,128.98,135.65,54.03,87.69,285.03,0.8,33.57,33.06,25.34,31.675,16.87,25.1,41.78,5.7,7.82,21,18.38,13.84,294.66,32.22,227.86,1.44,115.53
308,129.06,564.11,285.1,635.66,1914.41,13.62,-10.65,-9.94,-45.53,-3.34287812,-44.95,-10.07,30.84,0,-1.37,45,400.12,47.98,0,448.1,1604.7,0.85,384.48
67942,129.08,60.03,17.73,58.46,132.47,3.71,-10.6,-2.29,-14.64,-3.946091644,-14.64,-10.6,,,-22.09,55,52.18,87.66,0,139.84,119.2,0.54,243.57
26839,130.35,3094.52,1276.04,1584.62,198.18,34.48,-1117.61,-935.74,-1165.44,-33.80046404,-1165.44,-1117.61,39.95,0,-170.82,215,2514.32,24.49,152.47,2538.81,215.14,1.67,395.6
5110,133.36,190.63,50.22,96.42,340.06,2.22,40.77,36.11,28.74,12.94594595,21.22,33.25,34.28,6.03,9.29,29,72.43,6.84,188.85,79.27,282.75,1.22,213.86
29175,133.59,162.63,51.82,95.05,242.27,0.91,12.36,3.72,1,1.098901099,1,12.36,75.68,0.44,4.84,57,33.23,13.23,273.51,46.46,188.77,1.3,175.51
43952,133.71,120.76,-0.62,23.53,134.47,3.21,13.83,4.68,4.68,1.457943925,5.07,14.22,88.6,4.23,1.99,27,5,12,134.65,17,114.47,0.72,120.78
38599,134.4,1248.28,877.93,1117.62,226.41,0.12,59.82,165.58,58.78,489.8333333,38.82,39.86,25.26,8.45,19.73,23,1010,16,0,1026,19.19,1.09,12.04
3250,135.55,216.02,75.58,110.27,464.83,0.86,25.34,24.89,9.1,10.58139535,6.79,23.03,74.24,4.29,2.93,12,68.54,15.18,149.94,83.72,412.72,1.67,259.85
27740,136.01,167.29,52.87,98.42,239.53,1.32,32.42,31.13,26.35,19.96212121,17.7,23.77,96.13,13.72,9.46,52,48.61,12.27,139.63,60.88,206.01,1.28,125.3
753,136.66,227.6,227.21,322.07,147.89,14.12,66.81,79.13,66.47,4.707507082,42.38,42.72,37.85,21.19,37.2,57,149.64,20,0,169.64,84.98,1.96,1.89
1254,136.83,133.59,59.93,120.68,321.78,1.8,35.68,23.26,20.27,11.26111111,13.7,29.11,162.64,22.89,3.81,41,30.1,5.71,156.97,35.81,240.1,1.56,167.91
23562,136.85,164.86,5.85,120.17,524.04,25.51,55.14,49.95,44.76,1.754606037,32.05,42.43,90.81,22.08,1.29,73,41.07,13.63,384.77,54.7,474.27,0.88,154.19
66472,137.07,1.44,1.44,2.32,0.08,0,-0.8,-0.8,-0.8,0,-0.56,-0.56,7.19,0,61.09,0,,2,0,2,0,6.39,0
34920,137.54,313.43,220.85,325.22,1421.26,1.57,-24.72,-3.84,-32.98,-21.00636943,-22.28,-14.02,93.78,0,1.07,6,184.77,13.72,267.54,198.49,1371.3,1.45,99.88
28015,137.76,232.12,114.63,158.75,84.06,0.51,2.72,13.24,0.92,1.803921569,0.9,2.7,127.03,0.84,0.51,168,94.78,10.79,11.53,105.57,68.61,2.37,39.96
42260,137.83,189.48,24.91,31.51,18.86,8.03,-1.29,-1.56,-6.26,-0.779576588,-5.56,-0.59,89.29,0,-22.94,72,45.82,8.03,21.68,53.85,23.72,0.52,110.5
34142,138.31,266.03,92.03,252.47,430.07,0.57,43.72,38,20.74,36.38596491,21.6,44.58,74.39,14.24,5.47,126,153.22,15.17,0,168.39,373.22,1.3,285.5
12683,138.69,162.78,101.68,130.98,223.26,5.34,22.09,25.51,19.16,3.588014981,14.77,17.7,68.27,8.85,8.2,62,48.41,16.31,127.88,64.72,171.31,1.61,50.95
30376,139.05,385.48,183.79,302.28,206.42,6.28,-11.3,-1.66,-28,-4.458598726,-28.53,-11.83,184.46,0,-11.36,149,217.54,8.99,0,226.53,175.05,0.98,285.48
41242,139.33,140.13,80.93,135.58,2163.71,3.48,27.04,27.66,24.14,6.936781609,15.86,18.76,1156.68,154.3,0.42,6,20.74,1.03,0,21.77,2060.05,2.16,51.87
14185,139.49,276.78,54.66,165.33,154.79,6.33,25.92,29.51,7.06,1.115323855,5.6,24.46,41.85,1.84,0.7,168,144.76,30.37,455.79,175.13,85.15,0.55,308.41
6477,139.57,995.47,0,830.08,91.88,3.85,19.12,72.98,17.58,4.566233766,11.63,13.17,219.79,19.61,0,0,840.34,14.83,0,855.17,13.71,0,13.8
13214,139.6,151.42,101.37,133.29,129.82,0.19,-0.35,-0.28,-0.76,-4,-0.76,-0.35,14.93,0,1.95,113,25.28,84.34,130.29,109.62,128.35,2.45,8.32
12219,139.78,161.09,61.47,98.29,325.43,5.01,29.25,25,20.12,4.015968064,13.24,22.37,113.62,12.03,9.03,5,39.8,5.23,100.26,45.03,287.44,1.34,199.95
478,140.89,185.82,52.86,83.94,76.52,2.52,-0.53,9.88,-1.17,-0.464285714,-1.37,-0.73,383.28,0,10.88,100,67.54,3.07,105.55,70.61,50.22,1.21,32.79
1846,141.4,475.21,174.22,289.59,847.67,4.29,44.53,57.7,12.86,2.997668998,7.78,39.45,19.39,1.1,2.34,18,323.51,70.65,90.29,394.16,716.29,0.81,549.87
387,141.99,140.67,-7.09,30.43,5.23,20.18,2.8,1.12,1.1,0.054509415,1.2,2.9,54.62,0.48,105.83,147,3.13,25.04,72.87,28.17,10.79,0.89,74.57
3897,142.13,2119.75,533.99,751.6,642.17,7.97,-172.67,-98.14,-234.5,-29.42283563,-262.79,-200.96,150.01,0,-718.52,82,1308.3,44.52,158.27,1352.82,680.28,0.31,854.3
5075,142.28,485.5,473.1,482.93,11.66,0.07,-2.91,-3.67,-3.67,-52.42857143,19.76,20.52,262.16,35.61,-25.39,239,250,5.55,0,255.55,11.01,18.65,6.33
156,144.16,298.95,-9.72,55.22,36.67,0.41,-1.57,15.91,-2.04,-4.975609756,-2.04,-1.57,9.77,0,7.42,71,121.25,4.61,322.24,125.86,17.57,0.39,29.55
1764,144.71,296.88,55.11,155.52,497.84,0,64.71,60.33,43.04,0,32.19,53.86,130.84,35.77,4.94,44,179.96,8.7,380.36,188.66,414.6,0.83,390.4
198,145.34,324.82,27.02,103.67,163.17,16.53,2.77,18.21,-0.58,-0.035087719,-0.58,2.77,104.85,0,20.82,98,172.3,12.9,2226.54,185.2,132.35,1.01,227.01
15362,145.49,304.91,215.46,332.19,724.11,6.45,42.15,51.02,30.78,4.772093023,19.45,30.82,31.09,5.02,4.84,38,180.57,7.75,0,188.32,533.21,1.35,133.7
2805,145.55,380.09,192.4,502.35,1070.62,10.38,17.6,36.37,3.45,0.332369942,0.81,14.96,8.5,0.04,0.38,56,211.61,19.64,187.99,231.25,923.41,0.96,390.57
41312,145.55,138.8,-8.16,59.43,219.21,7.06,47.51,43.33,39.23,5.556657224,27.86,36.14,31.62,6.47,4.04,22,4.95,39.79,411.87,44.74,108.01,0.8,102.7
24496,145.62,131.99,120.92,172.3,505.95,7.85,11.47,12.52,10.89,1.387261146,8.77,9.35,46.36,3.61,1.47,18,19.76,2.42,138.18,22.18,517.4,2.98,9.7
2777,146.4,255.09,86.31,166.63,438.76,0.87,65.79,65.56,48.06,55.24137931,31.75,49.48,266.28,74.43,8.05,39,140.16,4.25,361.25,144.41,357.04,1.54,196.76
4724,147.89,834.09,817.67,859.59,190.59,0.7,35.55,110.93,34.16,48.8,22.29,23.68,97.16,15.32,10.59,0,699.99,12.47,252.2,712.46,41.72,1.19,6.77
22783,147.9,172.97,59.88,85.82,17.87,4.59,5.29,6.19,4.1,0.893246187,2.84,4.03,18.62,0.34,14.81,356,16.05,84,93.74,100.05,6.99,2.35,18.22
27640,147.98,364.06,47.89,128.3,499.32,1.49,44.52,52.61,31.69,21.26845638,25.04,37.87,146.82,24.37,9.45,21,194.17,8.73,65.56,202.9,431.34,0.79,408.77
5092,149.18,221.45,83.33,88.96,0.46,0.03,-2.37,-1.89,-3.95,-131.6666667,-3.95,-2.37,17.73,0,0,807,41.16,101.69,21.05,142.85,2.17,1.89,49.36
24623,149.39,121.57,0.43,1.12,7.3,0,6.95,6.95,6.95,0,6.84,6.84,365.03,20.25,90.62,0,223.24,3.33,111.62,3.33,0.17,15.63,0.01
26860,149.58,919.36,391.78,929.62,39.3,4.57,-70.53,-57.65,-127.74,-27.95185996,-112.45,-55.24,53.67,0,-79.98,1078,734.33,34.05,38.27,768.38,86.45,0.71,372.95
3326,150.7,178.15,89.02,266.91,219.33,27.16,14.43,12.23,7.93,0.29197349,9.47,15.97,280.5,19.18,1.84,125,25.34,4.94,196.61,30.28,218.37,1.63,129.7
997,151.4,683.43,179.57,415.94,1417.09,1.65,92,78.54,9.7,5.878787879,14.99,97.29,272.24,29.56,2.35,21,552.21,4.82,120.5,557.03,1245.18,0.73,1071.38
5951,151.43,298.11,74.92,226.94,638.98,1.81,52.55,48.59,29.73,16.42541436,20.73,43.55,122.24,18.16,3.07,54,152.13,5.5,301.73,157.63,559.68,0.86,321.3
26642,152.39,369.21,68.62,247.22,778.88,1.09,50.25,33.02,16.84,15.44954128,12.44,45.85,138.44,10.28,1.73,53,208.37,10.51,341.81,218.88,657.38,0.83,425.96
64846,153.36,193.88,124.58,161.16,329.28,6.32,19.12,14.2,11.13,1.761075949,8.18,16.17,22.64,1.25,2.59,42,44.66,6.55,177.6,51.21,288.25,2.02,99.95
1648,153.44,287.52,91.93,132.41,203.63,2.62,17.93,25.89,6.03,2.301526718,3.45,15.35,111.74,2.34,6.22,54,129.42,13.62,65.97,143.04,145.44,1.1,252.78
28291,154.4,270.8,92.93,167.74,460.16,5.55,0.07,0.11,-19.11,-3.443243243,-18.66,0.52,74.66,0,4.95,55,133.07,17.3,0,150.37,404.15,1.06,215.18
14817,154.6,121.57,31.66,88.16,492.8,7.74,64.83,59.84,59.25,7.65503876,40.57,46.15,54.03,17.12,7.02,23,2437.88,11.2,1218.94,11.2,417.65,2.08,116.96
19825,154.87,152.07,79.03,143,156.91,16.72,1.44,2.03,-3.74,-0.223684211,-3.74,1.44,142.04,0,-9.91,72,369.78,10.62,184.89,10.62,161.76,2.21,101.03
24152,155.55,162.88,7.32,10.58,43.26,0.08,0.5,1.74,0.41,5.125,0.42,0.51,23.09,0.06,1.79,18,7.83,67.15,0,74.98,37.02,1.13,155.76
100,155.67,254.4,126.84,190.45,355.06,3.34,35.72,37.56,26.94,8.065868263,19.26,28.04,260.86,37.2,6.42,43,119.49,5.13,127.84,124.62,310.85,1.3,174.53
1227,156.43,163.59,48.72,147.18,271.28,8.52,34.66,30.49,27.05,3.174882629,22.4,30.01,44.7,6.6,6.68,44,20.99,15.95,229.52,36.94,212.17,1.43,120
4778,156.65,354.23,86.65,101.46,100.92,1.08,-27.05,-5.96,-39.69,-36.75,-40.37,-27.73,31.7,0,-0.06,20,172.74,55.02,35.54,227.76,84.01,1.4,246
268,157.12,128.12,36.25,75.26,241.98,3.39,44.01,42.45,42.05,12.40412979,32.59,34.55,48.76,11.96,9.58,31,775.68,5.25,387.84,5.25,185.04,2.52,46.04
6196,157.26,173.16,4.1,20.84,6.16,0.06,0.41,0.08,0.07,1.166666667,0.12,0.46,18.76,0.01,3.5,925,16.01,83.76,33.42,99.77,6.55,1.23,7.38
913,157.29,152.63,8.21,11.93,18.39,5.64,5.36,3.28,3.25,0.576241135,2.53,4.64,257.69,4.32,29.85,,558.86,5.85,279.43,5.85,16.76,3.8,42.95
3115,157.37,355.96,50.98,222.21,670.75,4.89,58.08,69.15,27.89,5.703476483,18.93,49.12,1326.24,122.88,4.98,18,199.46,1.02,0,200.48,612.33,0.65,432.15
27985,157.71,174.36,42.81,49.32,35.35,0.44,-125.45,-125,-126.7,-287.9545455,-134.78,-133.53,97.43,0,-54.91,25,9.35,16.94,30.66,26.29,22.9,4.64,9.9
6201,157.88,518.92,123.1,362.7,649.41,2.47,38.77,83.71,21.05,8.522267206,12.92,30.64,69.56,6.52,3.61,26,380.22,19.82,71.35,400.04,536.67,0.83,475.53
730,158.03,147.58,32.98,33.76,4.16,9.75,5.37,5.26,5.2,0.533333333,4.11,4.28,878.64,24.85,84.73,1,,1.65,0,1.65,4.71,3.92,15.84
76,158.06,140.38,75.09,103.07,158.92,7.28,11.65,7.98,7.4,1.016483516,5.58,9.83,364.35,13.07,2.54,33,235.92,3.83,117.96,3.83,138.69,3.76,117.4
3356,158.18,971.02,492.01,830.63,697.91,8.41,-55.04,5.37,-81.57,-9.699167658,-54.98,-28.45,9.21,0,-2.26,122,783.15,153.54,34.55,936.69,622.07,0.94,712.98
3036,158.22,148.78,70.19,116.55,180.63,2.85,32.95,27.47,26.21,9.196491228,18.38,25.12,181.77,22.12,5.54,161,400.14,7.99,200.07,7.99,59.91,2.72,95.04
6599,158.64,159.57,83.78,126.34,330.53,2.36,26.35,20.74,19.68,8.338983051,13.11,19.78,166.93,13.54,2,17,10.51,8.88,92.26,19.39,303.37,2.43,173.8
4719,158.66,275.01,192.96,227.74,254.78,5.31,27.56,25.22,18.97,3.572504708,16.69,25.28,101.11,10.74,5.25,30,118.92,15.3,93.33,134.22,219.07,1.64,114.08
1258,158.9,380.87,49.62,133.36,465.29,0.83,29.59,38.19,12.72,15.3253012,8.89,25.76,69.86,3.91,2.72,34,229.64,21.6,84.67,251.24,415.17,0.63,452.06
12930,159.88,141.88,74.48,131.82,638.44,2.42,45.93,43.23,43.08,17.80165289,29.37,32.22,2982.73,594.37,4.25,20,3,0.47,0,0.47,534.41,2.39,40.69
30252,160.16,192.04,61.18,70.4,61.86,2.98,-0.01,-0.78,-5.35,-1.795302013,-3.82,1.52,40.92,0,-46.4,80,28.14,40,22.6,68.14,59.51,2.02,45.65
4994,160.21,322.73,120.28,408.87,414.19,8.51,11.64,35.93,1.86,0.218566392,0.62,10.4,206.73,0.83,-3.56,113,146.86,7.54,196.49,154.4,349.63,1.02,200.05
2760,160.35,148.91,104.15,123.22,102.32,14.07,39.13,32.86,32.86,2.335465529,21.38,27.65,335.76,31.84,19.52,51,375.78,4.39,187.89,4.39,71.89,8.05,74.42
21240,160.52,279.16,76.94,98.36,20.26,0.97,6.19,5.3,5.3,5.463917526,4,4.89,2568.1,60.66,17.46,47,2,0.06,0,0.06,11.84,3.4,51.24
4488,160.79,192.55,142.16,254.2,316.22,11.29,49.84,46.18,42.71,3.7829938,32.05,39.18,104.69,25.49,7.73,55,59.45,12.57,949.96,72.02,264.2,1.26,113.61
2447,161.43,423.05,143.78,372.41,62.41,6.96,-34.25,-12.19,-41.59,-5.975574713,-37.29,-29.95,65.44,0,-174.82,1003,220.24,6.16,125.02,226.4,67.63,0.7,139.42
16819,161.8,192.62,-2.74,17.61,18.43,1.88,5.84,1.92,0.03,0.015957447,0.26,6.07,134.61,0.22,5.08,313,27.55,12.1,50.88,39.65,15.62,0.59,41.15
1957,162.93,574.62,318,781.07,1059.63,61.58,21.25,39.77,8.75,0.142091588,2.95,15.45,8.37,0.1,-3.4,96,286.44,20.52,160.47,306.96,1404.99,1.09,324.9
34793,163.13,113.51,42.1,68.41,266.52,0.29,26.42,28.22,22.8,78.62068966,18.65,22.27,42.58,9.01,8.75,15,25.23,20.71,0,45.94,211.93,1.92,77.5
20650,163.36,3198.01,371.17,1746.42,400.72,3.09,-811.3,-839.49,-1034.18,-334.6860841,-1057.75,-834.87,-7.87,0,33.06,114,2518.55,603.75,353.19,3122.3,457.08,0.53,2161.7
897,165.37,162.75,33.31,45.33,91.9,4.43,27.75,22.82,22.8,5.146726862,15.8,20.75,108.91,9.21,23.21,8,744.92,7.35,372.46,7.35,72.11,3.14,128.98
28304,165.79,467.39,352.48,379.87,39.09,2.53,1.39,13.26,0.7,0.276679842,0.55,1.24,2.83,0.01,-41.77,135,256.81,60.12,24.65,316.93,20.9,1.74,11.3
1102,165.87,198.06,50.31,120.95,431.93,2.66,51.41,29.99,26.3,9.887218045,18.42,43.53,80.72,9.31,4.13,37,44.21,18.77,543.02,62.98,385.84,1.15,343.93
4338,165.91,325.3,108.22,196.29,430.09,2.3,36.86,31.39,11.81,5.134782609,9.48,34.53,3.19,0.19,1.34,55,163.77,50.38,792.02,214.15,389.63,1.2,387.57
4048,166.25,297.93,47.6,119.03,460.23,3.16,54.16,56.73,40.88,12.93670886,26.39,39.67,30.42,4.18,5.44,30,112.01,10.06,0,122.07,378.87,0.81,375.6
44085,166.26,187.3,35.97,72.27,164.22,2.98,26.84,24.31,20.72,6.953020134,17.57,23.69,215.25,23.55,5.39,14,35.36,7.01,144.02,42.37,126.07,1.08,120.26
30141,166.32,169.99,4.54,20.39,22.92,0.36,1,1.44,0.52,1.444444444,0.36,0.84,17.46,0.04,0.88,125,5.76,31.35,55.96,37.11,21.29,1.56,8.68
2563,166.38,166.14,24.01,25.21,2.58,0.72,0.57,0.55,0.55,0.763888889,0.36,0.38,1.47,0,14.17,178,1354.7,113.27,677.35,113.27,1.23,5.78,0.18
4584,167.28,163.65,38.58,56.61,150,4.74,1.1,0.81,0.5,0.105485232,0.02,0.62,55.38,0.01,1.79,5,207.12,29.42,103.56,29.42,145.38,5.15,4.91
667,167.39,171.88,115,160.55,307.93,23.15,45.52,41.5,40.12,1.733045356,28.92,34.32,431.19,72.13,5.3,23,8.56,3.75,262.31,12.31,256.92,2.09,184.85
70490,168.36,293.58,117.41,323.85,505.17,7.02,53.09,57.58,44.41,6.326210826,30.77,39.45,16.45,8.89,6.16,91,109.34,4.94,0,114.28,438.78,1.19,176.59
3099,168.51,944.39,69.75,525.25,979.61,7.01,52.58,77.85,28.07,4.004279601,25.83,50.34,39.85,5.07,-5.72,161,739.74,50.9,178.15,790.64,825.45,0.6,499.33
4744,168.54,737.83,714.28,738.08,131.86,0.71,10.71,81.42,9.65,13.5915493,6.43,7.49,88.27,3.4,0.37,21,519.25,18.37,156.11,537.62,25.85,1.91,5.71
569,169.82,532.77,214.07,307.48,321.79,3.22,-11.41,15.52,-29.01,-9.00931677,-28.62,-11.02,235.4,0,6.97,93,291.75,10.03,480.54,301.78,268.93,0.98,259.1
5178,170,304.93,242.15,280.05,124.4,7.32,19.99,28.75,18.69,2.553278689,12.05,13.35,4.19,0.31,10.19,44,143.91,37.02,299.14,180.93,100.18,4.42,37.75
36888,170.74,170.94,111.99,121.21,0,145.89,143.61,143.37,143.37,0.982726712,143.22,143.46,70.96,60.25,0,0,0.59,11.16,323.19,11.75,1.29,51.25,4.24
67804,171.49,407.29,214.37,792.2,687.15,18.17,1.3,17.57,1.71,0.094111172,3.53,3.12,31467.74,941.52,0.47,284,249.67,0.05,0,249.72,700.91,1.01,262.49
2300,172.17,2744.08,1553.39,2574.6,14494.01,261.85,51.42,189.84,31.4,0.119915982,26.19,46.21,23.57,4.37,-0.25,13,1334.14,60,879,1394.14,14521.33,1.1,124.53
3210,172.76,169.4,23.46,41.32,80.17,0.84,19.46,17.84,17.8,21.19047619,11.48,13.14,66.41,4.38,6.49,42,320.3,25.06,160.15,25.06,51.25,3.2,12.88
2473,172.83,331.97,56.52,209.59,512.97,5.21,17.39,13.11,2.08,0.399232246,2.12,17.43,4.24,0.05,0.73,82,74.45,39.81,121.42,114.26,496.64,0.91,479.87
3420,173.92,240.43,63.28,83.17,101.84,0,14.16,20.87,14.01,0,11,11.15,95.9,5.35,15.73,1,43.37,17.37,84.68,60.74,75.34,6.02,1.54
419,175.34,185.63,70.68,111.77,182.91,0.9,27.73,19.9,17.14,19.04444444,12.31,22.9,12.98,0.98,2.86,40,28.71,11.97,281.66,40.68,159.66,1.51,205.24
2551,175.55,306.59,-2.91,79.46,401.62,6.73,80.63,79.81,59.43,8.830609212,38.7,59.9,126.49,35.06,11.37,23,162.67,10.94,673.08,173.61,316.29,0.64,378.14
15639,176.76,139.03,9.16,21.33,21.76,6.18,5.45,9.09,1.39,0.224919094,1.38,5.44,48.73,0.4,-0.37,174,4.64,27.5,42.76,32.14,15.52,0.86,95.3
3930,176.8,234.31,79.95,139.73,325.01,15.58,19.9,15.95,11.85,0.760590501,9.5,17.55,92.84,4.35,-5.52,49,51.96,19.51,556.07,71.47,237.63,1.17,156.13
1074,177.34,218.93,27.1,147.68,484.03,8.72,4.68,-2.08,-6.8,-0.779816514,-4.49,6.99,23.81,0,-7.88,54,19.49,71.21,208.49,90.7,362.04,0.86,287.43
23448,178.85,467.89,373.94,498.98,908.96,0.17,63.77,85.63,67.99,399.9411765,45.23,41.01,49.79,16.84,6.47,49,278.99,5.3,0,284.29,518.08,1.68,54.2
40412,179.18,520.93,246.2,339.89,661.6,7.4,-1.25,5.09,-15.12,-2.043243243,-15.13,-1.26,66.59,0,2.54,30,350.46,18.56,59.76,369.02,646.35,1.11,296.47
1520,180.19,268.58,88.79,96.55,0,22.94,-330.81,-336.48,-336.51,-14.66913688,-336.51,-330.81,11.67,0,-3.47,93,0.29,68.36,601.56,68.65,18.14,1.71,89.24
3240,180.99,158.3,-7.65,39.86,516.36,2.36,34.02,35.25,28.46,12.05932203,18.63,24.19,86.24,12.33,,6,32.1,11.71,131.48,43.81,263.81,,130.8
35794,181.45,339.83,96.51,145.29,193.32,4.91,22.41,31.87,20.44,4.16293279,17.93,19.9,38.44,4.11,10.21,91,175.51,20.58,331.51,196.09,152.98,1.19,92.37
20966,181.9,186.99,7.27,8.41,4.98,10.29,6.26,1.67,1.67,0.162293489,1.21,5.8,106.39,0.7,74.8,47,167.86,17.24,83.93,17.24,12.05,5.49,64.15
998,182.63,210.58,30.8,31.39,86.91,86.76,81.57,83.73,81.57,0.940179806,64.27,64.27,2177.34,797.06,100.97,0,35,8.06,139.84,43.06,2.02,4.15,-21.17
4489,183.01,207.32,35.63,108.6,298.57,1.51,3.77,10.08,3.65,2.417218543,2.49,2.61,63.68,0.5,0.79,52,26.37,28.38,19.53,54.75,289.67,1.25,7.48
3800,183.33,355.92,160.66,322.51,469.15,0.78,39.8,51.83,24.48,31.38461538,15.78,31.1,177.64,17.33,5.58,91,187.76,8.95,295.81,196.71,379.5,1.13,262.88
4510,183.35,418.18,208.51,455.43,745.51,25.96,35.14,45.42,10.5,0.404468413,7.68,32.32,11.3,0.47,2.36,73,227.94,15.59,212.8,243.53,670.85,1.19,376.77
2638,184.26,192.97,109.67,174.7,494.35,1.86,49.05,46.41,42.81,23.01612903,30.05,36.29,60.63,10.99,5.33,27,20.3,6.5,289.91,26.8,385.71,1.76,116.37
1225,186.89,615.92,108.24,309.64,363.58,17.79,-59.35,-14.05,-80.55,-4.527824621,-74.16,-52.96,6.13,0,-3.27,142,588.16,29.39,41.59,617.55,335.03,0.71,672.38
12608,187.1,256.01,127.66,130.51,25.43,1.91,15.78,25.91,15.7,8.219895288,12.82,12.9,166.07,11.83,57.28,0,79.75,10.61,69.17,90.36,0.52,1.9,2.8
2706,187.22,133.95,31.49,78.68,355.08,5.58,43.81,38.84,34.83,6.241935484,24.68,33.66,47.74,11.1,4.02,28,31.09,5.22,515.34,36.31,289.31,1.83,121.7
4545,187.7,224.02,99.18,135.09,118.95,8.62,16.64,15.12,14.29,1.657772622,11.15,13.5,72.09,4.2,7.64,102,44.18,24.95,55.51,69.13,105.34,2.31,27.25
1975,187.73,180.61,94.6,130.38,97.48,9.73,20.18,17.59,17.59,1.807810894,12.64,15.23,56.32,3.65,4.38,93,1111.04,3.2,555.52,3.2,75.7,3.59,47.43
2415,188.86,608.81,238.65,433.19,855.47,7.99,13.48,33.52,-7.15,-0.894868586,-3.21,17.42,99.12,0,-3.7,36,367.84,21.34,112.25,389.18,769.59,1.02,481.45
44,189.17,182.45,97.64,199.42,394.99,7.09,24.91,23.94,23.61,3.330042313,15.26,16.56,271.85,20.76,4.19,56,3.53,6.42,283.57,9.95,367.51,2.15,133.05
2416,189.38,184.51,78.41,103.39,149.45,8.64,28.08,21.71,20.76,2.402777778,14.6,21.92,78.56,6.23,7.42,24,7.59,22.38,128.26,29.97,101.88,3,128
6580,190.06,311.55,170.27,230.51,298.52,11.45,44.84,48.19,35.02,3.058515284,25.72,35.54,116.11,14.36,5.16,51,102.14,16.74,341.41,118.88,197.62,1.44,148.2
25830,190.88,5723.39,153.57,337.4,599.65,23.45,-258.72,-122.1,-514.71,-21.94925373,-514.71,-258.72,1.92,0,-31.73,35,4954.62,2325.15,460.38,7279.77,503.08,0.21,5018.8
15934,191.29,406.28,148.24,224.96,395.07,12.89,44.91,38.12,26.26,2.037238169,19.75,38.4,188.06,16.08,-0.98,34,196.87,10.9,381.94,207.77,326.8,1.13,266.39
26579,191.48,204.93,-44.75,34.08,174.08,16.01,21.86,17.31,15.47,0.966271081,15.49,21.88,0,0,-9.16,39,432,47,0,870,116.18,0.88,114.24
40564,192.37,283.36,94.28,192.3,111.1,2.17,26.48,37.28,18.4,8.479262673,11.74,19.82,8.66,0.58,7.65,397,109.93,20,339,129.93,82.56,1.36,199.21
214,193.6,386.79,145.16,210.84,485.41,9.07,41.46,51.65,28.22,3.111356119,23.51,36.75,12.93,1.64,3.38,45,212.94,26.72,643.13,239.66,362.22,0.92,175.25
2006,194.12,350.85,72.4,159.73,834.86,3.1,62.95,66.67,42.75,13.79032258,42.75,62.95,37.3,9.84,4.8,11,197.78,39.24,134.79,237.02,712.24,1.01,471.49
20493,194.64,396.75,135.97,265.76,518.75,1.99,40.79,45.69,24.33,12.22613065,15.6,32.06,93.04,7.97,4.55,51,174.07,19.09,133.85,193.16,473.04,1.23,295.85
2400,194.8,225.89,135.65,267.95,880.77,3.25,36.36,30.99,16.77,5.16,10.1,29.69,80.79,3.82,2.15,55,37.68,11.56,144.15,49.24,824.98,1.62,252.12
26828,195.46,382.98,77.62,155.02,445.82,0.13,63.32,55.84,35.87,275.9230769,28.14,55.59,18.15,2.69,-0.79,45,198.73,10,377.75,208.73,375.11,0.83,462.73
1889,195.48,208.13,118.17,185.27,283.3,1,24.11,29.31,16.97,16.97,11.98,19.12,104.12,11.34,3.86,37,96.84,10.28,240.35,107.12,236.13,1.4,144.19
4722,195.99,271.36,85.21,122.5,266.28,9.11,5.79,-11.58,-22.47,-2.466520307,-23.03,5.23,7.5,0,1.03,35,53.59,25.88,49.95,79.47,253.29,1.57,283.77
782,196.47,366.35,-77.05,338.47,1142.56,5.56,50.43,28.7,14.27,2.566546763,16.57,52.73,184.61,16.61,3.11,98,159.47,9.35,313.6,168.82,1076.73,0.63,704.98
401,196.81,375.23,-48.38,166.11,599.82,4.86,37.9,49.78,12.34,2.53909465,8.9,34.46,42.54,2.55,5.56,38,179.24,34.94,156.88,214.18,459.4,0.72,661.47
6033,196.81,75.01,14.74,64.87,216.75,3.3,8.49,8.47,5.73,1.736363636,5.58,8.34,39.01,3.89,0.58,72,21.77,6.66,227.77,28.43,202.79,1.52,50.25
